,country,city,lat,lon,members,cluster,country2continent
7445,Sweden,Norrköping,58.59999847,16.17000008,49,Purple (Software/Web/Mobile Development),EU
7446,Netherlands,Utrecht,52.09999847,5.110000134,106,"Aqua (Online Marketing, WordPress)",EU
7450,Norway,Oslo,59.90999985,10.75,230,Orange (Big Data/Data Science),EU
7457,Netherlands,Rotterdam,51.93000031,4.480000018999999,797,"Aqua (Online Marketing, WordPress)",EU
7463,United Kingdom,London,51.52000046,-0.129999995,459,Purple (Software/Web/Mobile Development),EU
7465,Belgium,Antwerpen,51.22000122,4.420000076,455,"Aqua (Online Marketing, WordPress)",EU
7466,Norway,Trondheim,63.43999863,10.39999962,494,Purple (Software/Web/Mobile Development),EU
7467,Germany,Berlin,52.52000046,13.38000011,1304,"Aqua (Online Marketing, WordPress)",EU
7468,Germany,Potsdam,52.40000153,13.06999969,110,"Aqua (Online Marketing, WordPress)",EU
7469,Germany,Hamburg,53.54999924,10.0,710,"Aqua (Online Marketing, WordPress)",EU
7475,United Kingdom,London,51.52000046,-0.079999998,311,Orange (Big Data/Data Science),EU
7478,Germany,Köln,50.95000076,6.96999979,361,Purple (Software/Web/Mobile Development),EU
7483,Czechia,Prague,50.08000183,14.43000031,281,Purple (Software/Web/Mobile Development),EU
7499,France,Paris,48.86000061,2.339999914,52,Pink (DevOps/Cloud Computing),EU
7501,United Kingdom,Warwick,52.27000046,-1.610000014,507,Purple (Software/Web/Mobile Development),EU
7502,Slovenia,Ljubljana,46.06000137,14.51000023,262,Purple (Software/Web/Mobile Development),EU
7506,Germany,Berlin,52.52000046,13.38000011,258,Purple (Software/Web/Mobile Development),EU
7507,Russian Federation,Moscow,55.75,37.61999893,122,Orange (Big Data/Data Science),EU
7508,Spain,Granada,37.16999817,-3.589999914,394,Pink (DevOps/Cloud Computing),EU
7514,Spain,Barcelona,41.40000153,2.170000076,1688,"Gray (Agile, Scrum)",EU
7517,Germany,Berlin,52.52000046,13.38000011,51,Orange (Big Data/Data Science),EU
7518,Germany,München,48.13999939,11.57999992,264,Pink (DevOps/Cloud Computing),EU
7528,United Kingdom,Godalming,51.18000031,-0.610000014,108,Purple (Software/Web/Mobile Development),EU
7535,Norway,Oslo,59.90999985,10.75,965,Purple (Software/Web/Mobile Development),EU
7536,France,Lille,50.63999939,3.069999933,1423,Purple (Software/Web/Mobile Development),EU
7538,Germany,Hamburg,53.54999924,10.0,2678,Purple (Software/Web/Mobile Development),EU
7539,Sweden,Stockholm,59.33000183,18.06999969,66,Purple (Software/Web/Mobile Development),EU
7543,Germany,Karlsruhe,49.0,8.399999618999999,428,Orange (Big Data/Data Science),EU
7544,France,Lyon,45.75999832,4.829999924,153,Purple (Software/Web/Mobile Development),EU
7545,Netherlands,Amsterdam,52.36999893,4.889999866,144,Pink (DevOps/Cloud Computing),EU
7546,Sweden,Stockholm,59.33000183,18.06999969,525,"Aqua (Online Marketing, WordPress)",EU
7551,Germany,Stuttgart,48.79000092,9.18999958,61,Purple (Software/Web/Mobile Development),EU
7557,Norway,Stavanger,58.97000122,5.710000038,77,Purple (Software/Web/Mobile Development),EU
7558,Poland,Gliwice,50.31000137,18.67000008,106,Purple (Software/Web/Mobile Development),EU
7559,Netherlands,Delft,52.00999832,4.360000134,32,"Blue (Robotics, Arduino, DiY)",EU
7565,Spain,Barcelona,41.40000153,2.170000076,567,Purple (Software/Web/Mobile Development),EU
7573,Switzerland,Geneva,46.20999908,6.139999866,41,"Blue (Robotics, Arduino, DiY)",EU
7578,Norway,Oslo,59.90999985,10.75,211,Purple (Software/Web/Mobile Development),EU
7580,Estonia,Tallinn,59.43999863,24.73999977,159,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
7584,Spain,Barcelona,41.40000153,2.170000076,189,Purple (Software/Web/Mobile Development),EU
7585,France,Paris,48.86000061,2.339999914,295,"Aqua (Online Marketing, WordPress)",EU
7587,Germany,Frankfurt,50.11999893,8.680000305,259,Purple (Software/Web/Mobile Development),EU
7588,Denmark,Copenhagen,55.68000031,12.56999969,37,Purple (Software/Web/Mobile Development),EU
7606,France,Paris,48.86000061,2.339999914,2533,Purple (Software/Web/Mobile Development),EU
7608,Netherlands,Amsterdam,52.36999893,4.889999866,115,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
7616,Netherlands,Nijmegen,51.84000015,5.849999905,151,Purple (Software/Web/Mobile Development),EU
7617,United Kingdom,London,51.5,-0.100000001,245,"Blue (Robotics, Arduino, DiY)",EU
7618,Croatia,Zagreb,45.79999924,15.97000027,1345,"Aqua (Online Marketing, WordPress)",EU
7627,Germany,Berlin,52.52000046,13.38000011,612,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
7628,Lithuania,Vilnius,54.70000076,25.27000046,596,"Blue (Robotics, Arduino, DiY)",EU
7629,Iceland,Reykjav√≠k,64.13999939,-21.92000008,259,Purple (Software/Web/Mobile Development),EU
7630,Spain,Málaga,36.72000122,-4.420000076,307,Purple (Software/Web/Mobile Development),EU
7631,Lithuania,Vilnius,54.70000076,25.27000046,566,Purple (Software/Web/Mobile Development),EU
7636,Austria,Vienna,48.22000122,16.37000084,53,Purple (Software/Web/Mobile Development),EU
7637,Germany,Berlin,52.52000046,13.38000011,3471,"Gray (Agile, Scrum)",EU
7638,Slovenia,Ljubljana,46.06000137,14.51000023,616,"Aqua (Online Marketing, WordPress)",EU
7642,France,Paris,48.86000061,2.339999914,77,Pink (DevOps/Cloud Computing),EU
7643,United Kingdom,London,51.52000046,-0.100000001,5235,Purple (Software/Web/Mobile Development),EU
7644,Hungary,Budapest,47.50999832,19.07999992,178,Purple (Software/Web/Mobile Development),EU
7652,Germany,Berlin,52.52000046,13.38000011,939,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
7653,Sweden,Gothenburg,57.72000122,12.01000023,28,Purple (Software/Web/Mobile Development),EU
7657,Sweden,Malmö,55.61000061,13.02000046,341,"Aqua (Online Marketing, WordPress)",EU
7658,United Kingdom,London,51.52000046,-0.140000001,256,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
7670,Poland,Katowice,50.25999832,19.02000046,96,Purple (Software/Web/Mobile Development),EU
7671,Hungary,Budapest,47.50999832,19.07999992,124,Purple (Software/Web/Mobile Development),EU
7673,Romania,Bucharest,44.43999863,26.10000038,219,Purple (Software/Web/Mobile Development),EU
7674,Belgium,Brussels,50.83000183,4.329999924,315,Purple (Software/Web/Mobile Development),EU
7681,Switzerland,Zürich,47.38000107,8.539999962000001,148,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
7683,Belgium,Brussels,50.83000183,4.329999924,98,Orange (Big Data/Data Science),EU
7686,Sweden,Gothenburg,57.72000122,12.01000023,263,Purple (Software/Web/Mobile Development),EU
7688,Belgium,Brussels,50.83000183,4.329999924,67,Pink (DevOps/Cloud Computing),EU
7691,Greece,Thessalon√≠ki,40.63999939,22.94000053,1075,Purple (Software/Web/Mobile Development),EU
7693,Germany,München,48.13999939,11.57999992,720,Orange (Big Data/Data Science),EU
7697,United Kingdom,London,51.52000046,-0.09000000400000001,224,Purple (Software/Web/Mobile Development),EU
7699,Spain,Las Palmas,28.10000038,-15.43000031,50,Orange (Big Data/Data Science),EU
7701,Ukraine,Dnipropetrovs'k,48.45000076,35.04000092,161,Orange (Big Data/Data Science),EU
7707,Germany,Hannover,52.40000153,9.729999542,290,"Aqua (Online Marketing, WordPress)",EU
7710,United Kingdom,Belfast,54.59999847,-5.929999828,295,"Aqua (Online Marketing, WordPress)",EU
7717,Spain,Madrid,40.41999817,-3.710000038,472,Purple (Software/Web/Mobile Development),EU
7719,Germany,Köln,50.95000076,6.96999979,1764,"Blue (Robotics, Arduino, DiY)",EU
7728,Estonia,Tallinn,59.43999863,24.73999977,336,Pink (DevOps/Cloud Computing),EU
7729,Belgium,Brussels,50.83000183,4.329999924,2129,Pink (DevOps/Cloud Computing),EU
7730,United Kingdom,London,51.50999832,-0.079999998,368,Purple (Software/Web/Mobile Development),EU
7731,France,Paris,48.86000061,2.339999914,265,Purple (Software/Web/Mobile Development),EU
7732,United Kingdom,Temple Meads,51.45000076,-2.579999924,1399,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
7733,Germany,Friedrichshafen,47.65999985,9.479999542,129,Purple (Software/Web/Mobile Development),EU
7737,Czechia,Prague,50.08000183,14.43000031,595,"Gray (Agile, Scrum)",EU
7749,United Kingdom,London,51.52000046,-0.109999999,1874,Orange (Big Data/Data Science),EU
7750,United Kingdom,Exeter,50.72999954,-3.529999971,191,Orange (Big Data/Data Science),EU
7751,Germany,Berlin,52.52000046,13.38000011,1906,Purple (Software/Web/Mobile Development),EU
7752,United Kingdom,London,51.52000046,-0.100000001,1405,"Gray (Agile, Scrum)",EU
7762,Germany,Hamburg,53.54999924,10.0,2478,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
7764,United Kingdom,Belfast,54.59999847,-5.929999828,477,Purple (Software/Web/Mobile Development),EU
7771,Germany,Hamburg,53.54999924,10.0,233,Purple (Software/Web/Mobile Development),EU
7774,Netherlands,'s-Hertogenbosch,51.70000076,5.309999943,183,"Aqua (Online Marketing, WordPress)",EU
7775,United Kingdom,London,51.52000046,-0.150000006,135,"Black (Cryptocurrency, Blockchain, Bitcoin)",EU
7776,Spain,Madrid,40.41999817,-3.710000038,670,Pink (DevOps/Cloud Computing),EU
7778,Slovakia,Bratislava,48.15999985,17.12999916,387,Purple (Software/Web/Mobile Development),EU
7779,Croatia,Zagreb,45.79999924,15.97000027,593,"Black (Cryptocurrency, Blockchain, Bitcoin)",EU
7781,Austria,Vienna,48.22000122,16.37000084,1310,Purple (Software/Web/Mobile Development),EU
7782,Spain,Barcelona,41.40000153,2.170000076,20,Purple (Software/Web/Mobile Development),EU
7783,France,Lille,50.63999939,3.069999933,453,"Aqua (Online Marketing, WordPress)",EU
7786,United Kingdom,Manchester,53.47999954,-2.24000001,293,Purple (Software/Web/Mobile Development),EU
7790,United Kingdom,Oxford,51.75,-1.25999999,251,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
7793,United Kingdom,Birmingham,52.47999954,-1.899999976,320,Purple (Software/Web/Mobile Development),EU
7794,Portugal,Lisbon,38.72000122,-9.140000342999999,565,Pink (DevOps/Cloud Computing),EU
7795,Spain,Las Palmas,28.10000038,-15.43000031,450,Pink (DevOps/Cloud Computing),EU
7797,Russian Federation,Saratov,51.54999924,46.0,533,Purple (Software/Web/Mobile Development),EU
7798,Hungary,Budapest,47.50999832,19.07999992,744,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
7800,Germany,Essen,51.47000122,7.0,49,Purple (Software/Web/Mobile Development),EU
7805,United Kingdom,Edinburgh,55.95999908,-3.210000038,66,Orange (Big Data/Data Science),EU
7809,Netherlands,Groningen,53.22999954,6.570000172,56,Purple (Software/Web/Mobile Development),EU
7813,Bulgaria,Sofia,42.68999863,23.30999947,135,Orange (Big Data/Data Science),EU
7814,Ireland,Cork,51.90000153,-8.470000267,590,Purple (Software/Web/Mobile Development),EU
7817,United Kingdom,London,51.52999878,-0.119999997,57,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
7818,Serbia,Belgrade,44.83000183,20.5,1226,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
7819,Austria,Vienna,48.22000122,16.37000084,329,Purple (Software/Web/Mobile Development),EU
7821,Germany,München,48.13999939,11.57999992,286,Pink (DevOps/Cloud Computing),EU
7822,Netherlands,Amsterdam,52.36999893,4.889999866,338,Purple (Software/Web/Mobile Development),EU
7824,Germany,Stuttgart,48.79000092,9.18999958,65,"Blue (Robotics, Arduino, DiY)",EU
7825,United Kingdom,Oxford,51.77999878,-1.269999981,28,"Blue (Robotics, Arduino, DiY)",EU
7827,United Kingdom,London,51.52000046,-0.09000000400000001,1105,Purple (Software/Web/Mobile Development),EU
7835,Spain,Sevilla,37.40000153,-5.9800000189999984,970,Purple (Software/Web/Mobile Development),EU
7837,France,Nice,43.70000076,7.2699999810000016,109,Purple (Software/Web/Mobile Development),EU
7839,United Kingdom,London,51.50999832,-0.109999999,1012,Purple (Software/Web/Mobile Development),EU
7841,Norway,Oslo,59.90999985,10.75,310,Purple (Software/Web/Mobile Development),EU
7844,Ireland,Dublin,53.33000183,-6.25,346,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
7848,Germany,Paderborn,51.72000122,8.739999771,26,Orange (Big Data/Data Science),EU
7849,Germany,Düsseldorf,51.24000168,6.789999962,107,Orange (Big Data/Data Science),EU
7850,United Kingdom,Edinburgh,55.95000076,-3.1700000760000004,81,"Blue (Robotics, Arduino, DiY)",EU
7851,Netherlands,Amsterdam,52.36999893,4.889999866,380,Pink (DevOps/Cloud Computing),EU
7857,Portugal,Lisbon,38.72000122,-9.140000342999999,218,Purple (Software/Web/Mobile Development),EU
7859,United Kingdom,Oxford,51.75,-1.25999999,1370,Purple (Software/Web/Mobile Development),EU
7861,Sweden,Stockholm,59.33000183,18.06999969,275,Pink (DevOps/Cloud Computing),EU
7867,United Kingdom,Taunton,51.00999832,-3.109999895,219,Purple (Software/Web/Mobile Development),EU
7869,United Kingdom,Bristol,51.45000076,-2.599999905,1147,Purple (Software/Web/Mobile Development),EU
7870,Norway,Oslo,59.90999985,10.75,243,"Blue (Robotics, Arduino, DiY)",EU
7871,Germany,München,48.13999939,11.57999992,111,"Gray (Agile, Scrum)",EU
7879,Netherlands,Amsterdam,52.36999893,4.889999866,937,"Aqua (Online Marketing, WordPress)",EU
7880,Austria,Vienna,48.22000122,16.37000084,509,Pink (DevOps/Cloud Computing),EU
7881,United Kingdom,London,51.49000168,-0.219999999,1414,"Gray (Agile, Scrum)",EU
7882,United Kingdom,London,51.52000046,-0.100000001,1712,"Blue (Robotics, Arduino, DiY)",EU
7884,United Kingdom,London,51.50999832,-0.07,6334,Pink (DevOps/Cloud Computing),EU
7885,France,Paris,48.86000061,2.339999914,336,"Blue (Robotics, Arduino, DiY)",EU
7887,Spain,Valencia,39.47999954,-0.389999986,715,Purple (Software/Web/Mobile Development),EU
7889,Spain,Sevilla,37.40000153,-5.9800000189999984,383,Orange (Big Data/Data Science),EU
7890,United Kingdom,Belfast,54.59999847,-5.929999828,122,Orange (Big Data/Data Science),EU
7903,Serbia,Belgrade,44.83000183,20.5,279,Purple (Software/Web/Mobile Development),EU
7909,Germany,Berlin,52.52000046,13.38000011,5899,Orange (Big Data/Data Science),EU
7911,Switzerland,Bern,46.95000076,7.440000057000001,283,Purple (Software/Web/Mobile Development),EU
7913,Italy,Milano,45.45999908,9.18999958,243,Purple (Software/Web/Mobile Development),EU
7914,United Kingdom,Oxford,51.77000046,-1.25999999,609,"Blue (Robotics, Arduino, DiY)",EU
7919,Sweden,Stockholm,59.33000183,18.06999969,26,Pink (DevOps/Cloud Computing),EU
7920,Spain,C√°diz,36.52999878,-6.289999962,335,"Aqua (Online Marketing, WordPress)",EU
7921,Spain,Madrid,40.41999817,-3.710000038,43,"Gray (Agile, Scrum)",EU
7924,United Kingdom,Luton,51.88999939,-0.370000005,119,"Gray (Agile, Scrum)",EU
7926,United Kingdom,London,51.52000046,-0.09000000400000001,158,"Blue (Robotics, Arduino, DiY)",EU
7928,United Kingdom,London,51.50999832,-0.119999997,313,"Aqua (Online Marketing, WordPress)",EU
7929,Italy,Venezia,45.43999863,12.32999992,273,Orange (Big Data/Data Science),EU
7930,Belgium,Antwerpen,51.22000122,4.420000076,141,Purple (Software/Web/Mobile Development),EU
7931,France,Rennes,48.11000061,-1.679999948,863,Pink (DevOps/Cloud Computing),EU
7934,Netherlands,Maastricht,50.84999847,5.690000057000001,176,"Blue (Robotics, Arduino, DiY)",EU
7935,Ireland,Dublin,53.33000183,-6.25,2262,Pink (DevOps/Cloud Computing),EU
7944,United Kingdom,Sheffield,53.38000107,-1.480000019,261,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
7945,Estonia,Tallinn,59.43999863,24.73999977,142,Purple (Software/Web/Mobile Development),EU
7948,Spain,Barcelona,41.40000153,2.170000076,657,"Gray (Agile, Scrum)",EU
7949,Switzerland,Geneva,46.20999908,6.139999866,253,Purple (Software/Web/Mobile Development),EU
7956,Slovenia,Ljubljana,46.06000137,14.51000023,150,Purple (Software/Web/Mobile Development),EU
7960,Poland,Kraków,50.06000137,19.95999908,2824,"Gray (Agile, Scrum)",EU
7962,Spain,Barcelona,41.40000153,2.170000076,459,Orange (Big Data/Data Science),EU
7963,Germany,Hamburg,53.54999924,10.0,1391,Purple (Software/Web/Mobile Development),EU
7964,Belgium,Torhout,51.06999969,3.099999905,391,Purple (Software/Web/Mobile Development),EU
7965,Switzerland,Zürich,47.38000107,8.539999962000001,3489,Orange (Big Data/Data Science),EU
7966,Austria,Vienna,48.22000122,16.37000084,687,Purple (Software/Web/Mobile Development),EU
7967,Netherlands,Amsterdam,52.36999893,4.889999866,81,Purple (Software/Web/Mobile Development),EU
7968,Germany,München,48.13999939,11.57999992,1447,Pink (DevOps/Cloud Computing),EU
7971,Germany,München,48.13999939,11.57999992,1351,Purple (Software/Web/Mobile Development),EU
7979,United Kingdom,Newcastle Upon Tyne,54.97000122,-1.610000014,1380,"Gray (Agile, Scrum)",EU
7981,United Kingdom,London,51.45000076,-0.07,1699,"Aqua (Online Marketing, WordPress)",EU
7994,Poland,Kraków,50.06000137,19.95999908,331,"Blue (Robotics, Arduino, DiY)",EU
7999,Spain,Madrid,40.41999817,-3.710000038,17,Purple (Software/Web/Mobile Development),EU
8002,Netherlands,Amsterdam,52.36999893,4.889999866,179,Purple (Software/Web/Mobile Development),EU
8003,United Kingdom,London,51.52000046,-0.09000000400000001,107,Orange (Big Data/Data Science),EU
8004,France,Paris,48.86000061,2.339999914,2367,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
8008,France,Rennes,48.11000061,-1.679999948,866,Purple (Software/Web/Mobile Development),EU
8009,France,Rennes,48.11000061,-1.679999948,804,Pink (DevOps/Cloud Computing),EU
8017,Germany,München,48.13999939,11.57999992,344,Purple (Software/Web/Mobile Development),EU
8019,Poland,Warsaw,52.25999832,21.02000046,751,Purple (Software/Web/Mobile Development),EU
8020,Denmark,Copenhagen,55.68000031,12.56999969,633,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
8023,United Kingdom,London,51.50999832,-0.140000001,78,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
8030,Denmark,Copenhagen,55.68000031,12.56999969,465,"Gray (Agile, Scrum)",EU
8033,Italy,San Bonifacio,45.40000153,11.27000046,185,Purple (Software/Web/Mobile Development),EU
8035,Italy,Roma,41.90000153,12.47999954,268,Purple (Software/Web/Mobile Development),EU
8042,Spain,Málaga,36.72000122,-4.420000076,845,Pink (DevOps/Cloud Computing),EU
8043,United Kingdom,Leeds,53.79000092,-1.5399999619999998,1154,Pink (DevOps/Cloud Computing),EU
8045,United Kingdom,Birmingham,52.47999954,-1.899999976,204,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
8053,Denmark,Copenhagen,55.68000031,12.56999969,536,Pink (DevOps/Cloud Computing),EU
8055,Switzerland,Zürich,47.38000107,8.539999962000001,851,Purple (Software/Web/Mobile Development),EU
8056,United Kingdom,London,51.52999878,-0.079999998,33,"Black (Cryptocurrency, Blockchain, Bitcoin)",EU
8058,United Kingdom,London,51.52000046,-0.100000001,2973,Orange (Big Data/Data Science),EU
8059,Spain,Madrid,40.41999817,-3.710000038,2014,Orange (Big Data/Data Science),EU
8061,France,Paris,48.86000061,2.339999914,345,Purple (Software/Web/Mobile Development),EU
8071,Spain,Madrid,40.41999817,-3.710000038,511,Purple (Software/Web/Mobile Development),EU
8076,United Kingdom,London,51.5,-0.02,69,Orange (Big Data/Data Science),EU
8084,Poland,Warsaw,52.25999832,21.02000046,391,Pink (DevOps/Cloud Computing),EU
8088,Germany,München,48.13999939,11.57999992,193,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
8092,Russian Federation,Moscow,55.75,37.61999893,320,Purple (Software/Web/Mobile Development),EU
8093,United Kingdom,Glasgow,55.86000061,-4.260000229,157,Purple (Software/Web/Mobile Development),EU
8095,Poland,Kraków,50.06000137,19.95999908,2785,Purple (Software/Web/Mobile Development),EU
8099,Germany,Berlin,52.52000046,13.38000011,903,Purple (Software/Web/Mobile Development),EU
8100,Sweden,Gothenburg,57.72000122,12.01000023,147,Pink (DevOps/Cloud Computing),EU
8105,Austria,Vienna,48.22000122,16.37000084,313,"Gray (Agile, Scrum)",EU
8115,United Kingdom,London,51.52000046,-0.09000000400000001,672,Purple (Software/Web/Mobile Development),EU
8126,Belarus,Hrodna,53.66999817,23.82999992,57,"Blue (Robotics, Arduino, DiY)",EU
8127,United Kingdom,Bristol,51.45000076,-2.599999905,172,Purple (Software/Web/Mobile Development),EU
8129,Hungary,Budapest,47.50999832,19.07999992,1723,"Gray (Agile, Scrum)",EU
8135,Sweden,Stockholm,59.33000183,18.06999969,197,"Gray (Agile, Scrum)",EU
8137,Germany,Stuttgart,48.79000092,9.18999958,83,Purple (Software/Web/Mobile Development),EU
8142,Germany,Hamburg,53.54999924,10.0,1296,Orange (Big Data/Data Science),EU
8151,Germany,Regensburg,49.02000046,12.10999966,53,Purple (Software/Web/Mobile Development),EU
8153,Netherlands,Tilburg,51.56999969,5.070000172,252,"Aqua (Online Marketing, WordPress)",EU
8154,United Kingdom,Leeds,53.79999924,-1.5499999519999998,597,Purple (Software/Web/Mobile Development),EU
8155,Poland,Warsaw,52.25999832,21.02000046,88,Purple (Software/Web/Mobile Development),EU
8161,United Kingdom,Dundee,56.45999908,-2.980000019,116,Orange (Big Data/Data Science),EU
8163,France,Aix-en-Provence,43.52999878,5.440000057000001,809,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
8166,Germany,München,48.13999939,11.57999992,544,Purple (Software/Web/Mobile Development),EU
8167,Italy,Milano,45.45999908,9.18999958,57,Purple (Software/Web/Mobile Development),EU
8168,Germany,Berlin,52.52000046,13.38000011,1566,Purple (Software/Web/Mobile Development),EU
8172,France,Paris,48.86000061,2.339999914,262,"Blue (Robotics, Arduino, DiY)",EU
8179,United Kingdom,Manchester,53.47999954,-2.24000001,83,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
8184,Norway,Oslo,59.90999985,10.75,332,Purple (Software/Web/Mobile Development),EU
8185,France,Nice,43.70000076,7.2699999810000016,510,"Aqua (Online Marketing, WordPress)",EU
8187,Netherlands,Amsterdam,52.36999893,4.889999866,1946,Purple (Software/Web/Mobile Development),EU
8189,Norway,Trondheim,63.43999863,10.39999962,241,Purple (Software/Web/Mobile Development),EU
8191,United Kingdom,London,51.50999832,-0.07,583,"Gray (Agile, Scrum)",EU
8198,France,Montpellier,43.61000061,3.869999886,199,"Aqua (Online Marketing, WordPress)",EU
8199,Germany,Berlin,52.52000046,13.38000011,88,Purple (Software/Web/Mobile Development),EU
8200,Netherlands,Amsterdam,52.36999893,4.889999866,1399,Orange (Big Data/Data Science),EU
8204,Germany,Frankfurt,50.11999893,8.680000305,266,"Blue (Robotics, Arduino, DiY)",EU
8205,France,Paris,48.86000061,2.339999914,1473,"Black (Cryptocurrency, Blockchain, Bitcoin)",EU
8208,Serbia,Belgrade,44.83000183,20.5,988,"Aqua (Online Marketing, WordPress)",EU
8209,France,Toulouse,43.61999893,1.4500000480000002,462,"Aqua (Online Marketing, WordPress)",EU
8211,Slovenia,Ljubljana,46.06000137,14.51000023,78,Orange (Big Data/Data Science),EU
8212,Spain,Madrid,40.41999817,-3.710000038,2674,"Black (Cryptocurrency, Blockchain, Bitcoin)",EU
8214,United Kingdom,London,51.52999878,-0.079999998,336,Purple (Software/Web/Mobile Development),EU
8215,Germany,München,48.13999939,11.57999992,387,Purple (Software/Web/Mobile Development),EU
8217,Sweden,Stockholm,59.33000183,18.06999969,793,Purple (Software/Web/Mobile Development),EU
8218,Finland,Helsinki,60.16999817,24.94000053,1169,Pink (DevOps/Cloud Computing),EU
8219,United Kingdom,London,51.52999878,-0.119999997,84,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
8221,Poland,Poznan,52.40000153,16.89999962,218,"Aqua (Online Marketing, WordPress)",EU
8225,United Kingdom,London,51.52999878,-0.140000001,1466,Purple (Software/Web/Mobile Development),EU
8226,Croatia,Zagreb,45.79999924,15.97000027,518,Purple (Software/Web/Mobile Development),EU
8228,Ireland,Dublin,53.33000183,-6.25,73,Purple (Software/Web/Mobile Development),EU
8231,Spain,Le√≥n,42.59000015,-5.570000172,268,"Aqua (Online Marketing, WordPress)",EU
8232,Portugal,Lisbon,38.72000122,-9.140000342999999,12,Pink (DevOps/Cloud Computing),EU
8239,France,Paris,48.86000061,2.339999914,375,"Blue (Robotics, Arduino, DiY)",EU
8240,Ireland,Dublin,53.33000183,-6.25,3630,Orange (Big Data/Data Science),EU
8241,United Kingdom,London,51.52999878,-0.079999998,1133,Orange (Big Data/Data Science),EU
8242,United Kingdom,Newcastle Upon Tyne,54.97999954,-1.610000014,81,Orange (Big Data/Data Science),EU
8244,Germany,Frankfurt,50.11999893,8.680000305,157,Purple (Software/Web/Mobile Development),EU
8245,Poland,Wroclaw,51.11000061,17.03000069,90,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
8249,Belgium,Brussels,50.83000183,4.329999924,3218,Orange (Big Data/Data Science),EU
8250,Denmark,Copenhagen,55.68000031,12.56999969,3533,Purple (Software/Web/Mobile Development),EU
8251,Ireland,Dublin,53.33000183,-6.25,1352,Orange (Big Data/Data Science),EU
8259,Portugal,Porto,41.15000153,-8.619999886,518,Purple (Software/Web/Mobile Development),EU
8266,United Kingdom,London,51.41999817,-0.209999993,365,"Blue (Robotics, Arduino, DiY)",EU
8268,France,Paris,48.86000061,2.339999914,256,"Blue (Robotics, Arduino, DiY)",EU
8282,Switzerland,Zürich,47.38000107,8.539999962000001,51,"Blue (Robotics, Arduino, DiY)",EU
8289,Poland,Warsaw,52.25999832,21.02000046,254,Purple (Software/Web/Mobile Development),EU
8291,Italy,Milano,45.45999908,9.18999958,71,Purple (Software/Web/Mobile Development),EU
8300,Netherlands,Amsterdam,52.36999893,4.889999866,597,"Gray (Agile, Scrum)",EU
8301,France,Paris,48.86000061,2.339999914,1707,Pink (DevOps/Cloud Computing),EU
8304,Romania,Cluj-Napoca,46.77999878,23.59000015,488,Purple (Software/Web/Mobile Development),EU
8308,Netherlands,Rotterdam,51.93000031,4.480000018999999,55,Purple (Software/Web/Mobile Development),EU
8310,France,Lyon,45.75999832,4.829999924,111,Purple (Software/Web/Mobile Development),EU
8315,France,Paris,48.86000061,2.339999914,530,Orange (Big Data/Data Science),EU
8316,Austria,Graz,47.08000183,15.42000008,502,Purple (Software/Web/Mobile Development),EU
8317,United Kingdom,Cambridge,52.20999908,0.129999995,179,"Aqua (Online Marketing, WordPress)",EU
8320,Austria,Linz,48.31000137,14.28999996,231,Purple (Software/Web/Mobile Development),EU
8325,France,Paris,48.86000061,2.339999914,4575,Purple (Software/Web/Mobile Development),EU
8333,Denmark,Copenhagen,55.68000031,12.56999969,54,Purple (Software/Web/Mobile Development),EU
8334,Spain,C√≥rdoba,37.88000107,-4.769999981000001,506,Purple (Software/Web/Mobile Development),EU
8338,Croatia,Split,43.50999832,16.45000076,202,"Aqua (Online Marketing, WordPress)",EU
8340,Poland,Kraków,50.06000137,19.95999908,322,Pink (DevOps/Cloud Computing),EU
8343,Germany,Berlin,52.52000046,13.38000011,3500,Orange (Big Data/Data Science),EU
8344,Croatia,Zagreb,45.79999924,15.97000027,791,Purple (Software/Web/Mobile Development),EU
8345,United Kingdom,London,51.50999832,-0.100000001,1182,"Green (Entrepreneurship, Startup Businesses, Networking)",EU
8346,France,Rennes,48.11000061,-1.679999948,1001,Purple (Software/Web/Mobile Development),EU
